reqID,Symbol
1,AMAM
2,CYH
3,SERA
4,ADXN
5,TALS
6,SVC
7,RVSN
8,RBBN
9,BTCY
10,INZY
11,ONVO
12,HOTH
13,ASXC
14,GLYC
15,ARBE
16,APLT
17,THCH
18,DPRO
19,FSLY
20,MOXC
21,IFBD
22,DHC
23,BWAY
24,INOD
25,DCFC
26,CHCI
27,LQDA
28,THTX
29,ARBK
30,GRIL
31,ASPN
32,NFTG
33,FUSN
34,SBEV
35,SOBR
36,AQST
37,NRSN
38,CAPR
39,ACHV
40,MGOL
41,WAVD
42,CYCC
43,TTCF
44,WISA
45,MGNX
46,VGR
47,CISO
48,BERZ
49,BJDX
50,UVIX
